ObservationId,UnitId,ZoneId,CategoryId,Date,Time,Observation,Recommendation,Remarks,RiskRating,StatusId,is_highlight,Image
OBS-0409,4,8,2,2024-08-12,10:09,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0409.jpg
OBS-0410,2,5,7,2024-12-10,11:06,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,High,2,1,IMG_0410.jpg
OBS-0411,6,12,5,2024-08-22,08:05,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,1,0,IMG_0411.jpg
OBS-0412,8,18,9,2025-03-20,12:06,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,2,0,IMG_0412.jpg
OBS-0413,8,18,2,2025-05-02,15:50,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,4,0,IMG_0413.jpg
OBS-0414,1,1,5,2025-01-28,12:49,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,2,0,IMG_0414.jpg
OBS-0415,4,8,10,2025-03-24,08:43,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,2,0,IMG_0415.jpg
OBS-0416,4,9,5,2024-11-15,13:09,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,2,1,IMG_0416.jpg
OBS-0417,5,10,8,2024-08-09,11:16,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,High,1,0,IMG_0417.jpg
OBS-0418,3,7,8,2024-08-24,08:19,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0418.jpg
OBS-0419,5,11,10,2025-01-11,18:55,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,2,0,IMG_0419.jpg
OBS-0420,7,14,10,2024-09-08,10:20,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0420.jpg
OBS-0421,3,7,8,2024-12-08,08:25,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Critical,2,0,IMG_0421.jpg
OBS-0422,7,16,10,2024-11-02,11:24,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,High,4,1,IMG_0422.jpg
OBS-0423,2,4,10,2024-10-11,15:34,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,High,2,1,IMG_0423.jpg
OBS-0424,7,15,4,2025-02-10,18:18,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,4,0,IMG_0424.jpg
OBS-0425,7,16,3,2025-05-21,10:15,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0425.jpg
OBS-0426,7,14,7,2024-08-07,13:38,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,3,1,IMG_0426.jpg
OBS-0427,7,14,9,2024-07-19,18:23,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,High,3,0,IMG_0427.jpg
OBS-0428,2,3,2,2024-11-05,16:42,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,High,1,1,IMG_0428.jpg
OBS-0429,8,19,7,2024-12-17,18:27,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Critical,2,1,IMG_0429.jpg
OBS-0430,8,17,9,2025-04-12,15:44,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,1,0,IMG_0430.jpg
OBS-0431,6,12,7,2025-02-23,18:43,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0431.jpg
OBS-0432,2,5,6,2024-07-13,13:06,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0432.jpg
OBS-0433,2,4,3,2024-12-26,10:21,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0433.jpg
OBS-0434,8,17,8,2024-12-26,13:06,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,1,1,IMG_0434.jpg
OBS-0435,2,3,5,2024-07-23,18:45,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,4,0,IMG_0435.jpg
OBS-0436,2,4,3,2024-11-02,14:11,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0436.jpg
OBS-0437,8,18,7,2025-02-22,09:51,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0437.jpg
OBS-0438,3,6,7,2025-01-19,06:47,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Critical,1,0,IMG_0438.jpg
OBS-0439,7,14,7,2024-07-03,17:13,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0439.jpg
OBS-0440,2,3,10,2024-08-22,18:55,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Critical,1,1,IMG_0440.jpg
OBS-0441,7,15,2,2024-11-12,16:55,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,High,2,1,IMG_0441.jpg
OBS-0442,6,13,10,2025-01-17,15:07,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Critical,1,1,IMG_0442.jpg
OBS-0443,3,6,5,2025-05-11,15:05,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0443.jpg
OBS-0444,2,4,4,2024-12-04,07:11,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,2,0,IMG_0444.jpg
OBS-0445,8,17,7,2025-01-31,15:08,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,1,1,IMG_0445.jpg
OBS-0446,8,18,3,2025-04-11,08:31,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Low,3,0,IMG_0446.jpg
OBS-0447,5,11,8,2025-05-14,06:55,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0447.jpg
OBS-0448,7,16,3,2024-10-08,12:35,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0448.jpg
OBS-0449,7,14,8,2025-01-29,17:53,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,3,0,IMG_0449.jpg
OBS-0450,2,3,10,2024-07-16,18:48,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Critical,1,1,IMG_0450.jpg
OBS-0451,8,18,5,2024-09-25,18:29,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,High,1,1,IMG_0451.jpg
OBS-0452,8,18,9,2024-08-27,15:07,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,2,1,IMG_0452.jpg
OBS-0453,8,18,1,2025-02-11,14:13,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Medium,3,0,IMG_0453.jpg
OBS-0454,4,8,5,2024-07-17,13:16,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0454.jpg
OBS-0455,7,15,2,2024-10-30,09:51,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,Medium,2,0,IMG_0455.jpg
OBS-0456,6,12,10,2025-05-20,12:10,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0456.jpg
OBS-0457,3,7,1,2025-04-18,11:34,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0457.jpg
OBS-0458,3,6,6,2025-06-26,10:18,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0458.jpg
OBS-0459,2,4,3,2025-01-27,06:17,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,4,0,IMG_0459.jpg
OBS-0460,2,5,4,2024-09-13,17:20,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Low,1,0,IMG_0460.jpg
OBS-0461,6,13,8,2024-09-11,15:40,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0461.jpg
OBS-0462,6,13,8,2024-08-08,16:50,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,Low,3,0,IMG_0462.jpg
OBS-0463,6,13,9,2024-11-20,17:59,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,1,0,IMG_0463.jpg
OBS-0464,7,16,6,2025-04-24,06:55,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,2,0,IMG_0464.jpg
OBS-0465,2,3,8,2025-05-22,16:44,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0465.jpg
OBS-0466,8,18,7,2024-10-20,12:52,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,3,1,IMG_0466.jpg
OBS-0467,5,11,9,2025-04-22,08:36,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,2,0,IMG_0467.jpg
OBS-0468,1,2,1,2024-08-20,16:50,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,1,0,IMG_0468.jpg
OBS-0469,7,15,8,2024-07-01,12:12,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,Critical,4,0,IMG_0469.jpg
OBS-0470,5,10,3,2024-11-18,07:41,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,High,2,1,IMG_0470.jpg
OBS-0471,3,6,1,2025-01-19,16:19,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Medium,2,0,IMG_0471.jpg
OBS-0472,7,14,2,2025-06-26,07:00,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,3,0,IMG_0472.jpg
OBS-0473,2,5,10,2024-10-24,14:43,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,High,1,1,IMG_0473.jpg
OBS-0474,2,4,7,2025-06-21,08:30,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,4,1,IMG_0474.jpg
OBS-0475,2,4,2,2024-12-08,11:56,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Low,2,0,IMG_0475.jpg
OBS-0476,2,5,3,2024-08-05,14:36,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0476.jpg
OBS-0477,3,6,8,2024-12-27,17:13,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,4,0,IMG_0477.jpg
OBS-0478,7,15,4,2024-08-14,07:08,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,2,0,IMG_0478.jpg
OBS-0479,6,13,6,2025-02-05,11:50,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,1,0,IMG_0479.jpg
OBS-0480,2,3,4,2025-04-10,15:38,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,3,0,IMG_0480.jpg
OBS-0481,1,1,5,2024-10-14,14:38,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,High,2,1,IMG_0481.jpg
OBS-0482,1,2,4,2025-03-11,12:07,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,2,1,IMG_0482.jpg
OBS-0483,8,17,1,2025-01-01,11:08,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0483.jpg
OBS-0484,7,14,6,2025-04-06,16:11,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Low,2,0,IMG_0484.jpg
OBS-0485,1,1,10,2024-08-04,06:16,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0485.jpg
OBS-0486,6,13,9,2024-11-24,16:45,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,4,0,IMG_0486.jpg
OBS-0487,7,14,7,2024-08-12,16:34,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0487.jpg
OBS-0488,4,9,2,2024-12-06,07:32,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,Critical,1,0,IMG_0488.jpg
OBS-0489,8,18,6,2025-01-17,15:40,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,1,0,IMG_0489.jpg
OBS-0490,2,3,5,2025-06-23,12:46,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,2,0,IMG_0490.jpg
OBS-0491,1,2,4,2024-08-14,12:07,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,3,0,IMG_0491.jpg
OBS-0492,1,2,5,2025-06-07,17:42,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,1,0,IMG_0492.jpg
OBS-0493,2,5,1,2024-09-22,13:22,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0493.jpg
OBS-0494,4,9,3,2025-01-07,08:47,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,2,0,IMG_0494.jpg
OBS-0495,2,4,1,2024-12-19,18:27,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,3,1,IMG_0495.jpg
OBS-0496,8,19,2,2025-03-12,13:32,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Low,2,0,IMG_0496.jpg
OBS-0497,8,19,3,2025-01-05,08:16,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,2,0,IMG_0497.jpg
OBS-0498,2,4,4,2025-03-18,06:02,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,1,0,IMG_0498.jpg
OBS-0499,4,8,1,2025-02-27,11:24,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Low,1,0,IMG_0499.jpg
OBS-0500,1,2,9,2025-06-01,12:14,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,2,0,IMG_0500.jpg
